ID,"TITLE","CONTENT","DATE_","NEWS_URL"
1170,Anker Launches New 30W Nano 3 USB-C Charger and Bio-Based Charging Cables,"Popular accessory brand Anker today is announcing a pair of charging accessories, led by a new 511 Nano 3 USB-C charger using the company's latest GaN technology. The Nano 3 packs 30 watts of chargin… [+2239 chars]","2022-09-13 20:00:41",https://www.macrumors.com/2022/09/06/anker-30w-nano-3-charger/
1171,Apple Event 2022: How to Watch Tomorrow's iPhone 14 Reveal Live - CNET,"This story is part of Focal Point iPhone 2022, CNET's collection of news, tips and advice around Apple's most popular product. 
The holiday shopping season is closer than you think, and that means A… [+2686 chars]","2022-09-13 20:00:41",https://www.cnet.com/tech/mobile/apple-event-2022-how-to-watch-tomorrows-iphone-14-reveal-live/
1172,Apple Watch Series 8: All the Rumors We've Heard So Far - CNET,"The Apple Watch Series 8 is expected to be announced alongside the rumored iPhone 14 at the company's launch event on Wednesday, and could mark a couple of milestones for Apple's popular smartwatch. … [+6445 chars]","2022-09-13 20:00:41",https://www.cnet.com/tech/mobile/apple-watch-series-8-all-the-rumors-weve-heard-so-far/
1173,"Buy a New iPhone, by All Means. Just Not Right Now - CNET","This story is part of Focal Point iPhone 2022, CNET's collection of news, tips and advice around Apple's most popular product. 
Thinking about buying a new iPhone? It may be in your best interest to… [+3659 chars]","2022-09-13 20:00:41",https://www.cnet.com/tech/mobile/buy-a-new-iphone-by-all-means-just-not-right-now/
1174,New Renders Offer Best Look Yet at Alleged Apple Watch 'Pro' Ahead of Tomorrow's Event,"New renders of the upcoming Apple Watch Pro have given us the best look yet at what's expected to become the newest high-end Apple Watch, featuring an all-new design, a larger and flat display, and a… [+3387 chars]","2022-09-13 20:00:41",https://www.macrumors.com/2022/09/06/apple-watch-pro-renders-ahead-of-event/
1175,Alleged 49mm Apple Watch Pro Case Size Compared to Upcoming Series 8 Models in New Images,"With the rumored Apple Watch Pro expected to be larger than the Apple Watch Series 7 and the rest of the upcoming Series 8 models, leaker Sonny Dickson has shared new images offering an excellent siz… [+1709 chars]","2022-09-13 20:00:41",https://www.macrumors.com/2022/09/06/49mm-apple-watch-pro-size-compared-series-8/
1176,"How to Watch the 'Far Out' Apple Event on Wednesday, September 7","Apple is hosting an online streaming media event for the public and press on September 7, 2022 at 10:00 a.m. Pacific Time. The company is expected to announce its new iPhone 14 lineup alongside an Ap… [+3850 chars]","2022-09-13 20:00:41",https://www.macrumors.com/how-to/watch-far-out-apple-event-sept-7/
1177,What to Expect From AirPods Pro 2 at Tomorrow's Apple Event,Apple reportedly plans to introduce the second-generation AirPods Pro alongside the iPhone 14 during a special event at Steve Jobs Theater this Wednesday. If you are considering upgrading to the new … [+6257 chars],"2022-09-13 20:00:41",https://www.macrumors.com/2022/09/06/airpods-pro-2-features-rumors/
1178,"Polk Audio Introduces New MagniFi Max AX Sound Bar Systems With Dolby Atmos, DTS:X, and AirPlay 2","Polk Audio today debuted its latest flagship sound bar systems, the MagniFi Max AX and AX SR. The compact systems both include an 11-speaker-array sound bar with dedicated center channels and up-firi… [+1010 chars]","2022-09-13 20:00:41",https://www.macrumors.com/2022/09/06/polk-magnifi-max-ax-airplay-2/
1179,Brazil Orders Apple To Suspend iPhone Sales Without Charger,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,"2022-09-13 20:00:41",https://apple.slashdot.org/story/22/09/06/1359238/brazil-orders-apple-to-suspend-iphone-sales-without-charger
1180,"""The model is largely misunderstood."" An $8.7 billion tech fund manager reveals what investors are missing about one of the world's biggest companies as he lays out 5 key stock picks.","Taking over the $8.7 billion Fidelity Select Technology portfolio in January, in the midst of a huge style rotation away from growth was challenging, even for fund manager Adam Benjamin, who has run … [+4456 chars]","2022-09-13 20:00:41",https://www.businessinsider.com/tech-stocks-to-buy-87-billion-fund-manager-reveals-5-picks-2022-9
1181,Snap employees describe shock following mass layoffs and project cuts,"Welcome back, readers! I hope you've had a restful long weekend. Back in New York City, I'm your host, Jordan Parker Erb. I returned to the muggy city on Sunday, miraculously avoiding the ""flightmare… [+4344 chars]","2022-09-13 20:00:41",https://www.businessinsider.com/snap-insiders-are-worried-about-the-future-of-the-company-2022-9
1182,Billionaire David Rubenstein explains why he admires Warren Buffett - and lays out the traits shared by the world's best investors,"David Rubenstein admires Warren Buffett's intellect, focus, and love of investing for its own sake instead of the luxury lifestyle it can fund, Fox Business reported this week.
He has pretty good i… [+3329 chars]","2022-09-13 20:00:41",https://markets.businessinsider.com/news/stocks/david-rubenstein-book-carlyle-warren-buffett-berkshire-hathaway-investors-habits-2022-9
1183,"6 Red Flags That Tell You It's Time to Fire That Customer — Now","The customer is always right, right? When you're dealing with any of the toxic customers represented below, I'm not so sure. While misbehaving customers sounds like a success problem, it's one of the… [+5351 chars]","2022-09-13 20:00:41",https://www.entrepreneur.com/article/433128
1184,SPY vs. QQQ: Which ETF Wins in 2022?,"Soon autumn leaves will do their best impression of this year's U.S. stock market a lot of falling.
MarketBeat.com - MarketBeat
Barring a miraculous late year run, the major indices will finish in … [+4589 chars]","2022-09-13 20:00:41",https://www.entrepreneur.com/article/434753
1185,"MarketBeat Podcast: Stock Market, Bad News is Good News","This week on The MarketBeat Podcast Kate's guest is Michael Wang, founder of Prometheus Alternative Investments. Michael has done stints at Citigroup as well as hedge funds and understands the market… [+3209 chars]","2022-09-13 20:00:41",https://www.entrepreneur.com/article/434765
1186,"2 Vulnerable Social Media Stocks to Get Rid of Now","U.S social media ad sales have cooled since last year due to the inflationary backdrop. Moreover, with ad spending expected to slow down next year, we think the social media stocks Twitter (TWTR) and… [+4513 chars]","2022-09-13 20:00:41",https://www.entrepreneur.com/article/434823
1187,"Forget Bitcoin, Block’s Ecosystems are the Real Growth Drivers","It's been a tough year for payments platform fintech Block (NYSE: SQ) stock as it trades down (-58%) on the year. The old adage, ""it's better to have had and lost, than to never had it at all"" is wha… [+7299 chars]","2022-09-13 20:00:41",https://www.entrepreneur.com/article/434756
1188,iPhone 14 event: What to expect - CTV News,"Apple is expected to debut its iPhone 14 lineup at the company's annual September keynote event on Wednesday.
The product event, which has been teased with a ""far out"" tagline, will take place at Ap… [+4302 chars]","2022-09-13 20:00:41",https://www.ctvnews.ca/sci-tech/what-to-expect-at-apple-s-far-out-iphone-14-event-1.6056690
1189,Passwords aren’t dead yet. Bitwarden raises $100M for password management,"Were you unable to attend Transform 2022? Check out all of the summit sessions in our on-demand library now! Watch here. 
Are passwords dead? With many vendors like Microsoft, Apple and Google movin… [+1204 chars]","2022-09-13 20:00:41",https://venturebeat.com/security/passwords-arent-dead-yet-bitwarden-raises-100m-for-password-management/
1190,Brasil prohíbe la venta de los iPhone al no incluir el cargador en la caja,"Una de las medidas medioambientales anunciadas por Apple con la llegada de los iPhone 12, la de no incluir adaptador en la caja, ha hecho que la compañía se vea obligada a detener la venta de sus sma… [+2311 chars]","2022-09-13 20:00:41",https://hipertextual.com/2022/09/brasil-prohibe-venta-iphone-cargador-caja
1191,El Apple Watch Pro llegará con tres exclusivas novedades,"El Apple Watch Pro, que podría anunciarse mañana junto con el resto de modelos de relojes inteligentes de Apple, así como con los iPhone 14, apenas tiene secretos. Su aspecto y principales, caracterí… [+2265 chars]","2022-09-13 20:00:41",https://hipertextual.com/2022/09/el-apple-watch-pro-llegara-con-tres-exclusivas-novedades
1192,Barr: Judge’s ruling on special master in Trump documents case ‘deeply flawed’,STORY: U.S. stocks closed lower on Tuesday in a volatile session as traders assessed fresh economic data after the long Labor Day weekend. The Dow fell half a percent. The S&amp;P 500 fell four tenth… [+1898 chars],"2022-09-13 20:00:41",https://news.yahoo.com/barr-judge-ruling-special-master-231342680.html
1193,"Frances Tiafoe, son of tennis facility maintenance man, defeats No. 2 seed Rafael Nadal","Tiafoe served better than Nadal. He returned better, too. And he kept his cool, remained in the moment and never let the stakes or the opponent get to him.
NEW YORK (AP) Frances Tiafoe ended Rafael … [+6724 chars]","2022-09-13 20:00:41",https://news.yahoo.com/frances-tiafoe-son-tennis-facility-012056203.html
1194,The U.S. Releases New Plans In the Fight To Bring Chip-Making Back,"The Commerce Department on Tuesday took another step toward boosting chip manufacturing in the U.S., announcing that it will start dispersing $39 billion to companies that want to build semiconductor… [+4075 chars]","2022-09-13 20:00:41",https://time.com/6211172/biden-chips-funding-us/
1195,"Your Biggest Questions About Kids and Phones, Answered","Today’s parents are confronting a new challenge that previous generations didn’t have to reckon with: when to get their kids a smartphone, and how to manage its use. 
According to the nonprofit Comm… [+6829 chars]","2022-09-13 20:00:41",https://time.com/6211192/kids-phone-safety/
1196,Stephen King movies are practically impossible to get right and always will be,"In 1996, Halloween and Big Trouble in Little China director John Carpenter told SFX Magazine that hed only really made one film he didnt love: 1983s Christine. It was his only Stephen King adaptation… [+21978 chars]","2022-09-13 20:00:41",https://www.polygon.com/23329162/stephen-king-movies-shows-based-on-books-challenge
1197,Apple tiene preparado un reloj más barato que el Apple Watch SE. El objetivo: niños y jóvenes,"Parece que mañana tendremos evento Applecargado de novedades. Los iPhone 14 serán protagonistas claros, pero llevamos tiempo hablando de productos también esperados como un Apple Watch Pro más grande… [+1873 chars]","2022-09-13 20:00:41",https://www.xataka.com/wearables/apple-tiene-preparado-reloj-barato-que-apple-watch-se-objetivo-ninos-jovenes
1198,Apple pasaba de los anuncios. Ahora duplica su división de publicidad porque el pastel es demasiado jugoso,"La publicidad no era el modelo de negocio de Apple. No la necesitaba: ya tenía sus iPhone y sus servicios, ¿no? No. En Cupertino han hecho cambios en iOS que protegen la privacidad de los usuarios, p… [+4026 chars]","2022-09-13 20:00:41",https://www.xataka.com/empresas-y-economia/apple-pasaba-anuncios-ahora-duplica-su-division-publicidad-porque-pastel-demasiado-jugoso
1199,Los Pixel 7 y el Pixel Watch ya tienen fecha de presentación: Google anuncia su evento de hardware,"Google ha anunciado que su próximo evento de hardware se realizará el próximo 6 de octubre a las 16:00 (hora peninsular española). Se trata de 'Made by Google', la conferencia en la que veremos la pr… [+1846 chars]","2022-09-13 20:00:41",https://www.xataka.com/eventos/pixel-7-pixel-watch-tienen-fecha-presentacion-google-anuncia-su-evento-hardware
1200,Por fin se filtran las especificaciones de los iPhone 14. Olvídate del USB-C,"A apenas un día del lanzamiento de los iPhone 14, se acaban de filtrar en detalle las especificaciones de estos cuatro modelos. La información proviene de Weibo y está en la línea con todos los rumor… [+2240 chars]","2022-09-13 20:00:41",https://www.xataka.com/moviles/fin-se-filtran-especificaciones-iphone-14-olvidate-usb-c
1201,El plan de la UE para actualizar Android durante cinco años es un dardo envenenado. Y todos tienen parte de culpa,"La Unión Europea está planteando medidas para abordar los problemas ecológicos que plantean los dispositivos electrónicos. La vida útil de los mismos es uno de los puntos de enfoque, y el Plan de Acc… [+5337 chars]","2022-09-13 20:00:41",https://www.xataka.com/legislacion-y-derechos/plan-ue-para-actualizar-android-durante-cinco-anos-dardo-envenenado-todos-tienen-parte-culpa
1202,"33 herramientas y gadgets que te ayudan a mejorar tu productividad para el nuevo curso","Aunque el año comienza en enero, para muchas personas el verdadero cambio se produce en septiembre, con la vuelta de vacaciones: otro curso, nuevos proyectos en el horizonte e incluso cambios de vida… [+19632 chars]","2022-09-13 20:00:41",https://www.xataka.com/seleccion/33-herramientas-gadgets-que-te-ayudan-a-mejorar-tu-productividad-para-nuevo-curso
1203,The future of crypto is at stake in Ethereum’s switch,"It is 2pm Universal Coordinated Time (utc) on August 18th and all over the world people are dialling in to a fortnightly core developers Zoom call, which is broadcast live on YouTube to anyone who wa… [+15918 chars]","2022-09-13 20:00:41",https://www.economist.com/finance-and-economics/2022/09/06/the-future-of-crypto-is-at-stake-in-ethereums-switch
1204,The Best Little Games I Played at Gamescom 2022,The IGN crew played a lot of games at Gamescom 2022. A lot of those were through dedicated appointments to write big previews of some of the most anticipated games out there. But my personal favorite… [+18565 chars],"2022-09-13 20:00:41",https://www.ign.com/articles/the-best-little-games-i-played-at-gamescom-2022
1205,"Apple Watch Pro will have an extra button, leak suggests","91mobiles
Were just a short time away from Apples Far out event thatll see the company unveil its latest bunch of tech goodies.
Rumor has it that the collection of fresh gadgets will include an all… [+1954 chars]","2022-09-13 20:00:41",https://www.digitaltrends.com/mobile/apple-watch-pro-will-have-an-extra-button-leak-suggests/
1206,Apple has been ordered to stop selling iPhones without a charger in the box,"Apple is in some hot water with Brazil’s Justice Ministry for not including charging adapters in the box with new iPhones. While this has been the case for several years, according to a new piece of … [+2087 chars]","2022-09-13 20:00:41",https://www.digitaltrends.com/mobile/apple-brazil-iphone-sales-ban-no-charger-in-box/
1207,Weird Al had 100 gigs of RAM,I’m old enough to remember when Weird Al Yankovic’s It’s All About the Pentiums first came out. Every few years I like to listen back and see how much more has changed from those heady days of the la… [+3225 chars],"2022-09-13 20:00:41",https://rubenerd.com/weird-al-had-100-gb-of-ram/
1208,Keith Davis: He was protecting the oceans – then he disappeared,"Keith Davis disappeared at sea thousands of miles from home. His body has never been found. Now the mystery of his death has shone a light on a maritime world that is largely hidden from view, writes… [+7462 chars]","2022-09-13 20:00:41",https://www.bbc.com/news/world-us-canada-62603911
1209,Appleが開発中とウワサされる「Apple Watch Pro」のレンダリング画像がリークされる,"Apple2022982iPhoneApple WatchApple Watch ProApple Watch Pro3D
[Exclusive] Apple Watch Pro design revealed through CAD rendershttps://www.91mobiles.com/hub/apple-watch-pro-cad-renders-design-exclusiv… [+998 chars]","2022-09-13 20:00:41",https://gigazine.net/news/20220906-apple-watch-pro-leaked/
1210,Apple Watch Pro: Is Hermès Edition going away after Series 8 event?,"Tomorrow, Apple will unveil the new Apple Watch Series 8 alongside two other new Watches. While people are eager to know more about the new smartwatches, Apple Watch Series 7 Hermès Edition and its b… [+2145 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/apple-watch-pro-hermes-edition-farewell/
1211,Programmable Apple Watch button is something I’d like to see on all models,"A day before the Apple event, the latest rumor is a programmable Apple Watch button, letting owners decide what it does.
Right now, the suggestion relates specifically to the upcoming Apple Watch Pr… [+4480 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/programmable-apple-watch-button/
1212,Apple Watch Pro design changes come to life in last render before Series 8 event,"Apple will likely unveil the Apple Watch Pro during its iPhone 14 event tomorrow. This week, leaked third-party cases brought the best look yet at what to expect from this model as rumors suggested A… [+2917 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/apple-watch-pro-design-changes-render-event/
1213,Apple @ Work Podcast: Best of breed accessories are critical when working at home,"Apple @ Work is brought to you by Mosyle, the only Apple Unified Platform. Mosyle is the only solution that fully integrates 5 different applications on a single Apple-only platform, allowing Busines… [+1164 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/work-from-home-accessories/
1214,How AirPods Pro 2 could steal the show at tomorrow’s Apple event,"AirPods Pro 2 are reportedly set to be one of many announcements we see at tomorrow’s Apple event. Three years after the original AirPods Pro were released, Apple is set to follow them up with a new … [+5345 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/airpods-pro-2-apple-event-rumors/
1215,Will there be new iPads this week? Here’s what the rumors say,"Apple will hold its special “Far Out” event tomorrow, headlined by announcements that include the iPhone 14 and Apple Watch Pro. Alongside those flagship products, there are some other possibilities.… [+4160 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/new-ipad-release-date/
1216,"OLED iPad screen will reportedly use twin-layer tech, for brighter display and longer life","We’ve already had one recent OLED iPad screen report speculating on the type of display Apple will use, and today we get another.
This one suggests that the OLED iPad will adopt an advanced new twin… [+3300 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/oled-ipad-screen/
1217,Apple TV+ global market share surpasses 6% while competitors lose subscribers,"The streaming market has gained several new players in recent years, and this has been affecting consolidated platforms like Netflix and Amazon Prime Video. A new research from JustWatch seen by 9to5… [+2266 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/apple-tv-global-market-share-surpasses-6/
1218,Apple Watch cycling metrics: Hands-on with new Workout features in watchOS 9,"A variety of handy new cycling features come with watchOS 9. From heart rate zones, splits, a pacer, custom workouts, and more, the Workout app offers a new experience when tracking rides. Heres a ha… [+4165 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/apple-watch-cycling-metrics-watchos-9/
1219,"Ahead of iPhone 14 event, Brazil suspends iPhone sales without power brick and fines Apple","Brazilian’s Justice Ministry has determined the suspension of iPhone sales without a power brick. In addition, the government has fined the Cupertino company a $2.3M bill. This was published in today… [+1919 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/brazil-suspends-iphone-sales-power-brick/
1220,"9to5Mac Daily: September 6, 2022 – Last-minute details on Apple Watch Pro and more","Listen to a recap of the top stories of the day from 9to5Mac. 9to5Mac Daily is available on iTunes and Apples Podcasts app, Stitcher, TuneIn, Google Play, or through our dedicated RSS feed for Overca… [+940 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/9to5mac-daily-september-6-2022-last-minute-details-on-apple-watch-pro-and-more/
1221,"AirBox Go is the Swiss Army knife of portable wireless chargers for iPhone, Apple Watch, AirPods","What does it take to be the Swiss Army knife of portable wireless chargers today? Earning that title requires a way to charge your iPhone, Apple Watch, and AirPods without actually looking like an op… [+4592 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/airbox-go-portable-wireless-charger/
1222,"European Union San Francisco office opened, after elected officials visited Apple","A new European Union San Francisco office has been opened, aiming to better liaise with US tech giants on new antitrust laws … 
It follows an earlier visit by Members of the European Parliament to a… [+3834 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/european-union-san-francisco/
1223,"M2 MacBook Pro $200 off in Tuesday’s best deals, iPad mini 6 hits $400, Apple Watch clearance, more","Following up the long holiday Labor Day weekend, all of today’s best deals are pouring in and there’s a fresh batch of Apple’s latest releases up for grabs. The all-new M2 MacBook Pro is now $200 off… [+4364 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/m2-macbook-pro-ipad-mini-6-sale/
1224,Anker launches new 30W Nano 3 USB-C GaN Charger alongside Bio-Based Lightning cables,"Today, Anker is expanding its charging lineup with a fresh batch of new releases to coincide with this weeks Apple keynote. Arriving as its latest USB-C wall chargers, the new Nano 3 packs 30W of GaN… [+3891 chars]","2022-09-13 20:00:41",https://9to5toys.com/2022/09/06/anker-nano-3-bio-based-cable/
1225,CHIPS Act details revealed: ‘Biggest investment in US industrial policy in 50 years’,"While we knew that around $50B was being made available to promote US chip fabrication, it’s only today that we’re learning the actual CHIPS Act details. The bill itself did not specify how the money… [+3883 chars]","2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/chips-act-details/
1226,T-Mobile expands 5G Home Internet to 9 million new homes across 64 cities in these states,T-Mobile expanded its 5G Home Internet coverage from 40 to 45 million US homes back in June. Now the Uncarrier’s 5G Home Internet service has expanded again to 64 new cities in the Northeast covering… [+2928 chars],"2022-09-13 20:00:41",https://9to5mac.com/2022/09/06/t-mobile-5g-home-internet-64-new-cities/
1227,Hillary Clinton reveals lingerie ad that prompted trademark pantsuit look,"Hillary Clinton decided to start wearing the pantsuits that became her political trademark after suggestive photos taken of her during a visit to Brazil were used in a lingerie ad in the mid-1990s, s… [+2405 chars]","2022-09-13 20:00:41",https://amp.theguardian.com/us-news/2022/sep/06/hillary-clinton-pantsuit-brazil-lingerie-ad
1228,"Multa histórica en Europa a Meta: tras WhatsApp, es Instagram quien ha incumplido leyes de datos, en este caso de menores","El regulador de la privacidad de datos de Irlanda (Irish Data Protection Commissioner) ha anunciado una multa récord de 405 millones de euros a la red social Instagram tras descubrir, en una investig… [+3510 chars]","2022-09-13 20:00:41",https://www.genbeta.com/actualidad/multa-historica-europa-a-meta-whatsapp-instagram-quien-ha-incumplido-leyes-datos-este-caso-menores
1229,"2023 Toyota GR Corolla starts around $37,000","The high-performance 2023 Toyota GR Corolla will start at $36,996 (including $1,095 for destination), Toyota announced Tuesday morning. Pricing for the big sibling to the (not-for-America) GR Yaris w… [+2677 chars]","2022-09-13 20:00:41",https://www.autoblog.com/2022/09/06/2023-toyota-gr-corolla-pricing/
1230,"2023 Audi Q3 Review: Brings the style, lacks the substance","Pros: Very stylish; a nicely equipped value; solid tech all around
Cons: Some cheap-feeling interior materials; less cargo space than rivals; boring to drive; below-average fuel economy
The 2023 Au… [+10876 chars]","2022-09-13 20:00:41",https://www.autoblog.com/article/2023-audi-q3-review/
1231,"Porsche IPO triggered, could happen this month or next","Volkswagen AG is pushing ahead with its plan to list a minority stake in the Porsche sports-car maker despite gyrating markets, paving the way for what could be one of Europes biggest initial public … [+4817 chars]","2022-09-13 20:00:41",https://www.autoblog.com/2022/09/06/porsche-ipo-triggered/
1232,Why Mike Leach can't be married to Mississippi State losing game it shouldn't at Arizona,"STARKVILLE Mike Leach, famous for his viral rants almost as much as his Air Raid offense, is consistent with his takes.
Candy corn? Trash.
College Football Playoff? Expand it to 64.
Kickers? Make … [+3479 chars]","2022-09-13 20:00:41",https://www.clarionledger.com/story/sports/college/mississippi-state/2022/09/06/mississippi-state-football-mike-leach-arizona-wildcats-upsets-wedding-advice/65470366007/
